Name,Symbol,Price,Volume,MarketCap,New
VODAFONE IDEA LIMITED,IDEA.NS,13.05,275001459,1413876547584,
ASIAN GRANITO IND. LTD.,ASIANTILES.NS,60.71,104129283,17999015936,
HFCL LIMITED,HFCL.NS,193.56,39755540,296197849088,
J & K BANK LTD.,J&KBANK.NS,154.63,36968045,170275848192,
BILLIONBRAINS GARAGE VN L,GROWW.NS,193.71,31898408,1199370403840,
DEVYANI INTERNATIONAL LTD,DEVYANI.NS,118.36,30584710,145930747904,
JAIPRAKASH POWER VEN. LTD,JPPOWER.NS,17.04,25213846,116782948352,
GTL INFRA.LTD,GTLINFRA.NS,1.21,24402095,15499025408,
INOX WIND LIMITED,INOXWIND.NS,76.6,24060125,132383014912,
BANDHAN BANK LIMITED,BANDHANBNK.NS,173.58,19383223,279650926592,
IDFC FIRST BANK LIMITED,IDFCFIRSTB.NS,85.02,19047559,732609118208,
IFCI LTD,IFCI.NS,71.3,19015237,192104611840,
CANARA BANK,CANBK.NS,124.72,17091305,1131291607040,
FILATEX FASHIONS LIMITED,FILATFASH.NS,0.18,16467873,1500133120,
ASHOK LEYLAND LTD,ASHOKLEY.NS,157.96,13878037,927834112000,
HINDUSTAN CONSTRUCTION CO,HCC.NS,21.35,13148707,55925645312,
DHANLAXMI BANK LIMITED,DHANBANK.NS,31.98,11853111,12622469120,
DHARAN INFRA-EPC LIMITED,DHARAN.NS,0.15,11212548,784313792,
INDIAN RAILWAY FIN CORP L,IRFC.NS,89.13,10291745,1164795969536,
GMR AIRPORTS LIMITED,GMRAIRPORT.NS,107.1,10239817,1130866278400,
EASY TRIP PLANNERS LTD,EASEMYTRIP.NS,6.73,10207663,24476022784,
ATAL REALTECH LIMITED,ATALREAL.NS,32.46,9701660,4021672192,
IRB INFRA DEV LTD.,IRB.NS,19.98,9532792,241318445056,
EQUITAS SMALL FIN BNK LTD,EQUITASBNK.NS,73.13,9384571,83653132288,
BANK OF INDIA,BANKINDIA.NS,137.65,8288783,626674696192,
GAIL (INDIA) LTD,GAIL.NS,175.12,8272694,1151427936256,
INDIAN ENERGY EXC LTD,IEX.NS,134.19,8085396,119335206912,
INDIAN OIL CORP LTD,IOC.NS,140.11,7524239,1978526728192,
JINDAL WORLDWIDE LTD,JINDWORLD.NS,38.16,6719023,38259290112,
FINEOTEX CHEMICAL LIMITED,FCL.NS,39.35,6665049,45823107072,
GACM TECHNOLOGIES LIMITED,GATECH.NS,0.49,6394835,633280000,
DAVANGERE SUGAR COMPANY L,DAVANGERE.NS,3.19,6274226,4561670656,
INDIABULLS LIMITED,IBULLSLTD.NS,28.13,5755487,62970171392,
ANLON HEALTHCARE LIMITED,AHCL.NS,15.88,5405444,8440458240,
BHARAT COKING COAL LTD,BHARATCOAL.NS,34.27,5273595,0,
BAJAJ HOUSING FINANCE LTD,BAJAJHFL.NS,87.63,5048726,729840615424,
AVENUESAI LIMITED,CCAVENUE.NS,16.68,4862747,58063409152,
IDBI BANK LIMITED,IDBI.NS,84.14,4773619,904707112960,
AASTHA SPINTEX LIMITED,AASTHA.NS,76.09,4217089,0,
CENTRAL BANK OF INDIA,CENTRALBK.NS,31.19,4097752,282313195520,
EDELWEISS FIN SERV LTD,EDELWEISS.NS,116.1,4015778,109892321280,
GUJARAT AMBUJA EXPORTS LT,GAEL.NS,164.31,3687787,75364171776,
ADITYA BIRLA FASHION & RT,ABFRL.NS,58.06,3321081,70646087680,
INOX GREEN ENERGY SER LTD,INOXGREEN.NS,182.55,3300354,73292374016,
INDIAN RENEWABLE ENERGY,IREDA.NS,120.82,3238092,339411337216,
ALOK INDUSTRIES LIMITED,ALOKINDS.NS,12.0,3095676,59582881792,
JSW CEMENT LIMITED,JSWCEMENT.NS,132.46,2998851,177662623744,
FILATEX INDIA LTD,FILATEX.NS,71.45,2885803,31727968256,
JYOTI STRUCTURES LTD,JYOTISTRUC.NS,10.95,2874312,13070575616,
