Name,Symbol,Price,Volume,MarketCap,New
VODAFONE IDEA LIMITED,IDEA.NS,12.73,205506523,1379206823936,
ALLCARGO LOGISTICS LTD,ALLCARGO.NS,9.26,81085517,13869428736,
ELECTRONICS MART IND LTD,EMIL.NS,165.83,51313012,63802888192,
GTL INFRA.LTD,GTLINFRA.NS,1.24,47085971,15883298816,
HINDUSTAN CONSTRUCTION CO,HCC.NS,20.52,40402199,53751484416,
JAIPRAKASH POWER VEN. LTD,JPPOWER.NS,17.94,40397306,122951057408,
DEVYANI INTERNATIONAL LTD,DEVYANI.NS,134.73,26613787,166113968128,
CANARA BANK,CANBK.NS,131.95,22571043,1196872433664,
GACM TECHNOLOGIES LIMITED,GATECH.NS,0.66,17895105,852989440,
BILLIONBRAINS GARAGE VN L,GROWW.NS,190.5,15399141,1179495432192,
DHARAN INFRA-EPC LIMITED,DHARAN.NS,0.15,15026915,784313792,
FINEOTEX CHEMICAL LIMITED,FCL.NS,41.64,12589305,48489816064,
ASHOK LEYLAND LTD,ASHOKLEY.NS,177.5,11270852,0,
GANGA FORGING LIMITED,GANGAFORGE.NS,2.11,11225387,358067552,
BANDHAN BANK LIMITED,BANDHANBNK.NS,176.02,10727227,283581972480,
FILATEX FASHIONS LIMITED,FILATFASH.NS,0.18,10663568,1500133120,
JINDAL WORLDWIDE LTD,JINDWORLD.NS,38.93,10632298,39031296000,
INOX WIND LIMITED,INOXWIND.NS,78.0,9920556,134802546688,
ATAL REALTECH LIMITED,ATALREAL.NS,35.3,9614881,4373537280,
IDFC FIRST BANK LIMITED,IDFCFIRSTB.NS,84.62,9534301,729527615488,
INDIABULLS LIMITED,IBULLSLTD.NS,29.43,9268533,65880276992,
BANK OF INDIA,BANKINDIA.NS,145.0,8565407,660136787968,
LE TRAVENUES TECHNOLOGY L,IXIGO.NS,176.25,8406832,77734051840,🚀 New!
AVENUESAI LIMITED,CCAVENUE.NS,17.17,7915814,59769106432,
IRB INFRA DEV LTD.,IRB.NS,19.68,7155842,237695041536,
GMR AIRPORTS LIMITED,GMRAIRPORT.NS,107.2,7105921,1131922194432,
EASY TRIP PLANNERS LTD,EASEMYTRIP.NS,6.58,7040648,23930494976,
GAIL (INDIA) LTD,GAIL.NS,173.63,7002499,1141631090688,
ADITYA BIRLA FASHION & RT,ABFRL.NS,63.33,6581502,77058506752,
JAMNA AUTO IND LTD,JAMNAAUTO.NS,144.7,6565271,57877843968,
AASTHA SPINTEX LIMITED,AASTHA.NS,74.6,6002072,0,
IFCI LTD,IFCI.NS,73.98,5925054,199325384704,
INDIAN RAILWAY FIN CORP L,IRFC.NS,88.75,5728905,1159829913600,
ALLCARGO GLOBAL LIMITED,AGL.NS,13.84,5608605,13601703936,
INDIAN OIL CORP LTD,IOC.NS,143.38,5155875,0,
INDIAN RENEWABLE ENERGY,IREDA.NS,119.8,4967106,336545939456,
ESAF SMALL FINANCE BANK L,ESAFSFB.NS,40.27,4836359,20780050432,
JYOTI STRUCTURES LTD,JYOTISTRUC.NS,11.44,4657533,13655469056,
ASIAN GRANITO IND. LTD.,ASIANTILES.NS,55.11,4589627,16338753536,
IOL CHEM AND PHARMA LTD,IOLCP.NS,167.85,4522788,49268596736,
JM FINANCIAL LIMITED,JMFINANCIL.NS,127.46,4241646,121974112256,
BODHI TREE MULTIMEDIA LTD,BTML.NS,8.01,4101464,1455399168,
FILATEX INDIA LTD,FILATEX.NS,83.33,3999089,37003382784,
EDELWEISS FIN SERV LTD,EDELWEISS.NS,118.54,3704180,112201859072,
BAJAJ HINDUSTHAN SUGAR LT,BAJAJHIND.NS,17.57,3703769,41426300928,
JAYASWAL NECO INDUSTR LTD,JAYNECOIND.NS,92.37,3671757,89691111424,
BRIGHTCOM GROUP LIMITED,BCG.NS,9.3,3636321,18772252672,
CENTRAL BANK OF INDIA,CENTRALBK.NS,31.36,3572099,283851948032,
FISCHER MEDICAL VENTURE L,FISCHER.NS,38.01,3464869,24878131200,
GK ENERGY LIMITED,GKENERGY.NS,136.86,3451190,27757570048,
BHARAT COKING COAL LTD,BHARATCOAL.NS,34.07,3236462,0,
ANLON HEALTHCARE LIMITED,AHCL.NS,14.55,3203483,7733543424,
AWL AGRI BUSINESS LIMITED,AWL.NS,197.5,3167210,255133974528,
CASTROL INDIA LIMITED,CASTROLIND.NS,192.08,3117734,189990633472,
ITC HOTELS LIMITED,ITCHOTELS.NS,170.65,2944092,355459891200,
ELECTROSTEEL CASTINGS LTD,ELECTCAST.NS,71.98,2824682,44496928768,
EMBASSY DEVELOPMENTS LTD,EMBDL.NS,63.04,2781554,0,
JTL INDUSTRIES LIMITED,JTLIND.NS,77.31,2763247,30389139456,
JAIN IRRIGATION SYSTEMS,JISLJALEQS.NS,30.91,2711276,22672801792,
BHANSALI ENG. POLYMERS LT,BEPL.NS,123.57,2584552,30751440896,
AQYLON NEXUS LIMITED,AQYLON.NS,26.93,2518807,6832964096,
INDIAN ENERGY EXC LTD,IEX.NS,127.1,2473804,113030062080,
IDBI BANK LIMITED,IDBI.NS,84.22,2346681,905567338496,
INDIAN OVERSEAS BANK,IOB.NS,34.26,2284546,659730726912,
J & K BANK LTD.,J&KBANK.NS,159.24,2238919,175352299520,
BAJAJ HOUSING FINANCE LTD,BAJAJHFL.NS,85.79,2169115,714515939328,
HMA AGRO INDUSTRIES LTD,HMAAGRO.NS,22.23,2059406,11132111872,
EXICOM TELE SYSTEMS LTD,EXICOM.NS,158.9,1985719,22099775488,
GUJARAT AMBUJA EXPORTS LT,GAEL.NS,169.22,1955039,77616250880,
IMAGICAAWORLD ENT LTD,IMAGICAA.NS,52.14,1951157,29504014336,
DIGITIDE SOLUTIONS LTD,DIGITIDE.NS,103.64,1934486,15453843456,
ORIENT GREEN POWER CO LTD,GREENPOWER.NS,9.82,1923583,11519170560,
BEST AGROLIFE LIMITED,BESTAGRO.NS,20.08,1882151,7121795584,
FCS SOFTWARE SOLN. LTD.,FCSSOFT.NS,1.47,1804343,2513043200,
INVENTURE GRO & SEC LTD,INVENTURE.NS,0.9,1799645,945000000,
AKSHAR SPINTEX LIMITED,AKSHAR.NS,0.41,1747593,322862080,
ELITECON INTERNATIONAL L,ELITECON.NS,18.06,1710732,0,
ALOK INDUSTRIES LIMITED,ALOKINDS.NS,11.97,1650176,59433926656,
ARFIN INDIA LIMITED,ARFIN.NS,88.03,1625366,14852639744,
DAVANGERE SUGAR COMPANY L,DAVANGERE.NS,3.11,1584439,4447271424,
JSW CEMENT LIMITED,JSWCEMENT.NS,134.29,1541365,181337817088,
KNR CONSTRU LTD.,KNRCON.NS,139.99,1535495,39370031104,
ALGOQUANT FINTECH LIMITED,ALGOQUANT.NS,67.21,1450184,18892464128,
ARISINFRA SOLUTIONS LTD,ARIS.NS,132.42,1397136,10831140864,
JAY BHARAT MARUTI LTD,JAYBARMARU.NS,139.32,1357107,15081391104,
DCB BANK LIMITED,DCBBANK.NS,192.62,1322180,62038556672,
CONFIDENCE PETRO IND LTD.,CONFIPET.NS,81.28,1310911,27004553216,
EQUITAS SMALL FIN BNK LTD,EQUITASBNK.NS,75.22,1306477,86043885568,
CESC LTD,CESC.NS,163.94,1297273,217314017280,
CHEMPLAST SANMAR LIMITED,CHEMPLASTS.NS,183.61,1273442,29030498304,
