Name,Symbol,Price,Volume,MarketCap,New
VODAFONE IDEA LIMITED,IDEA.NS,13.94,190437625,1510301892608,
BAJAJ HINDUSTHAN SUGAR LT,BAJAJHIND.NS,23.13,126640452,55254933504,
ALLCARGO LOGISTICS LTD,ALLCARGO.NS,12.17,110039625,18227963904,
GTL INFRA.LTD,GTLINFRA.NS,1.23,62554248,15755207680,
FINEOTEX CHEMICAL LIMITED,FCL.NS,47.43,34485465,55232274432,
JAIPRAKASH POWER VEN. LTD,JPPOWER.NS,17.1,34164324,117194153984,
HINDUSTAN CONSTRUCTION CO,HCC.NS,21.03,30357147,55087415296,
EASY TRIP PLANNERS LTD,EASEMYTRIP.NS,6.25,30324783,22730332160,
GACM TECHNOLOGIES LIMITED,GATECH.NS,0.9,29822071,1163167360,
BILLIONBRAINS GARAGE VN L,GROWW.NS,197.01,29419548,1219802562560,
BHARAT COKING COAL LTD,BHARATCOAL.NS,34.81,24527764,0,
DAVANGERE SUGAR COMPANY L,DAVANGERE.NS,2.99,21810875,4275672576,
FILATEX FASHIONS LIMITED,FILATFASH.NS,0.18,20586334,1500133120,
JAYASWAL NECO INDUSTR LTD,JAYNECOIND.NS,99.89,17015011,96993017856,
A B INFRABUILD LIMITED,ABINFRA.NS,12.63,14179085,8067910144,
ATAL REALTECH LIMITED,ATALREAL.NS,33.48,13827564,4148046336,
DWARIKESH SUGAR IND LTD,DWARKESH.NS,53.63,13219787,9937718272,
IFCI LTD,IFCI.NS,80.91,12843438,217996967936,
IDFC FIRST BANK LIMITED,IDFCFIRSTB.NS,86.75,12588998,747890802688,
EDELWEISS FIN SERV LTD,EDELWEISS.NS,128.68,11072741,121799688192,
DHARAN INFRA-EPC LIMITED,DHARAN.NS,0.16,10159288,836601344,
AVENUESAI LIMITED,CCAVENUE.NS,15.16,9480532,52772257792,
GMR AIRPORTS LIMITED,GMRAIRPORT.NS,99.63,9118911,1051990753280,
ALLCARGO GLOBAL LIMITED,AGL.NS,13.12,8593898,12894100480,
CANARA BANK,CANBK.NS,129.96,8124111,1178821853184,
IOL CHEM AND PHARMA LTD,IOLCP.NS,169.52,7320516,49758785536,
INDIABULLS LIMITED,IBULLSLTD.NS,25.58,6982946,57261891584,
JTL INDUSTRIES LIMITED,JTLIND.NS,79.52,6704698,31257849856,
BANDHAN BANK LIMITED,BANDHANBNK.NS,175.1,6666536,282105643008,
INDIAN OIL CORP LTD,IOC.NS,135.9,6642176,0,
GAIL (INDIA) LTD,GAIL.NS,172.0,6509016,1130913595392,
AWL AGRI BUSINESS LIMITED,AWL.NS,188.12,6188685,243016728576,
INOX WIND LIMITED,INOXWIND.NS,73.6,6093812,127198298112,
ASIAN GRANITO IND. LTD.,ASIANTILES.NS,47.41,5821673,14055894016,
ASHOK LEYLAND LTD,ASHOKLEY.NS,173.0,5800368,0,
BRIGHTCOM GROUP LIMITED,BCG.NS,9.15,5521453,18469474304,
BANK OF INDIA,BANKINDIA.NS,142.79,5333928,650075373568,
EMPOWER INDIA LTD.,EMPOWER.NS,2.27,5169050,2641822720,
EMBASSY DEVELOPMENTS LTD,EMBDL.NS,64.87,4896063,0,
ARDEE INDUSTRIES LIMITED,ARDEE.NS,60.2,4829152,0,
INDIAN RAILWAY FIN CORP L,IRFC.NS,86.4,4765907,1129118957568,
CENTRAL BANK OF INDIA,CENTRALBK.NS,31.29,4728458,283218345984,
JYOTI STRUCTURES LTD,JYOTISTRUC.NS,10.57,4652429,12616984576,
IRB INFRA DEV LTD.,IRB.NS,18.95,4411827,228878106624,
CRSL.NS,CRSL.NS,3.39,4264848,0,
HATHWAY CABLE & DATACOM,HATHWAY.NS,10.68,3864568,18904715264,
CONFIDENCE PETRO IND LTD.,CONFIPET.NS,74.8,3815720,24851632128,
DHAMPUR SUGAR MILLS LTD.,DHAMPURSUG.NS,185.23,3482843,11911494656,
IDBI BANK LIMITED,IDBI.NS,82.24,3260145,884277575680,
AQYLON NEXUS LIMITED,AQYLON.NS,25.27,3226778,6411771392,
AVANCE.NS,AVANCE.NS,0.88,3077303,1744087296,
ADITYA BIRLA FASHION & RT,ABFRL.NS,54.35,3032287,66131841024,
DEVYANI INTERNATIONAL LTD,DEVYANI.NS,144.4,2967784,178036490240,
DHANLAXMI BANK LIMITED,DHANBANK.NS,33.73,2913254,13313191936,
ELITECON INTERNATIONAL L,ELITECON.NS,15.7,2851472,0,
INDRAPRASTHA GAS LTD,IGL.NS,147.87,2837498,207018213376,
BHANSALI ENG. POLYMERS LT,BEPL.NS,125.82,2794362,31311372288,
AEROFLEX ENTERPRISES LTD,AEROENTER.NS,140.07,2733106,15850910720,
ALOK INDUSTRIES LIMITED,ALOKINDS.NS,11.57,2609780,57447829504,
BLUSPRING ENTERPRISES LTD,BLUSPRING.NS,128.98,2549295,19282782208,
GATEWAY DISTRIPARKS LTD,GATEWAY.NS,53.6,2538384,26780909568,
DUCON INFRATECHNOLOGIES L,DUCON.NS,3.35,2452192,1088500736,
INDIAN OVERSEAS BANK,IOB.NS,33.01,2378653,635660009472,
INDIAN RENEWABLE ENERGY,IREDA.NS,115.0,2338254,323061612544,
ORIENT GREEN POWER CO LTD,GREENPOWER.NS,9.48,2218700,11120339968,
FILATEX INDIA LTD,FILATEX.NS,83.06,2213097,36883488768,
GRADIENTE INFOTAINMENT L,GRADIENTE.NS,2.93,2209770,973932032,
ELECTRONICS MART IND LTD,EMIL.NS,186.71,2209594,71836442624,
JM FINANCIAL LIMITED,JMFINANCIL.NS,128.24,2136934,122720550912,
AXITA COTTON LIMITED,AXITA.NS,7.67,2101333,2935106048,
INTEGRA ESSENTIA LIMITED,ESSENTIA.NS,1.14,2062170,2001022848,
HARDWYN INDIA LIMITED,HARDWYN.NS,9.08,2020229,6208863232,
BALAJI TELEFILMS LIMITED.,BALAJITELE.NS,97.8,1888762,11922043904,
BAJAJ HOUSING FINANCE LTD,BAJAJHFL.NS,84.85,1829399,706686943232,
DCW LTD,DCW.NS,44.73,1816443,13202283520,
ELECTROSTEEL CASTINGS LTD,ELECTCAST.NS,73.87,1752121,45665296384,
ANLON HEALTHCARE LIMITED,AHCL.NS,14.28,1740130,7590033920,
VALOR ESTATE LIMITED,DBREALTY.NS,106.08,1714897,57538510848,
IRIS CLOTHINGS LIMITED,IRISDOREME.NS,57.0,1692433,9728669696,
ESSAR SHIPPING LTD,ESSARSHPNG.NS,16.97,1677694,3527800320,
KELLTON TECH SOL LTD,KELLTONTEC.NS,13.56,1668122,7205847552,
FCS SOFTWARE SOLN. LTD.,FCSSOFT.NS,1.49,1613636,2547234304,
HI-TECH PIPES LIMITED,HITECH.NS,81.37,1609969,16494532608,
CESC LTD,CESC.NS,155.09,1605633,205582712832,
FEDBANK FINANCIAL SER L,FEDFINA.NS,156.84,1587279,58808840192,
ARISINFRA SOLUTIONS LTD,ARIS.NS,143.41,1582995,11730056192,
INOX GREEN ENERGY SER LTD,INOXGREEN.NS,178.34,1560412,71602085888,
INDIAN ENERGY EXC LTD,IEX.NS,123.7,1544121,110006444032,
JAI CORP LIMITED,JAICORPLTD.NS,102.22,1543029,17940119552,
GUJARAT AMBUJA EXPORTS LT,GAEL.NS,177.46,1521348,81395695616,
A2Z INFRA ENGINEERING LTD,A2ZINFRA.NS,15.46,1508076,2744495616,
JSW CEMENT LIMITED,JSWCEMENT.NS,126.04,1435776,170197483520,
INVENTURE GRO & SEC LTD,INVENTURE.NS,0.86,1342112,903000000,
ENVIRO INFRA ENGINEERS L,EIEL.NS,194.73,1334509,34180956160,
ANDHRA SUGARS LTD,ANDHRSUGAR.NS,98.84,1333296,13396317184,
ARFIN INDIA LIMITED,ARFIN.NS,85.62,1301328,14446019584,
AVRO INDIA LIMITED,AVROIND.NS,8.59,1274488,1152532352,
JINDAL WORLDWIDE LTD,JINDWORLD.NS,35.33,1174830,35421929472,
HMA AGRO INDUSTRIES LTD,HMAAGRO.NS,21.97,1141311,11001911296,
JAIN IRRIGATION SYSTEMS,JISLJALEQS.NS,27.86,1125110,20435597312,
EQUITAS SMALL FIN BNK LTD,EQUITASBNK.NS,76.6,1111993,87622459392,
GRAUER & WEIL IND LTD,GRAUWEIL.NS,70.07,1100173,31770542080,
ALGOQUANT FINTECH LIMITED,ALGOQUANT.NS,65.0,1080223,18271242240,
ITC HOTELS LIMITED,ITCHOTELS.NS,164.98,1074726,343649419264,
JAMNA AUTO IND LTD,JAMNAAUTO.NS,121.41,1069520,48545304576,
CALIFORNIA SOFTWARE CO LT,CALSOFT.NS,27.82,1066488,1720066688,
EXICOM TELE SYSTEMS LTD,EXICOM.NS,159.87,1053768,22234683392,
AKSH OPTIFIBRE  LTD,AKSHOPTFBR.NS,7.66,1046997,1246266368,
J & K BANK LTD.,J&KBANK.NS,149.01,1026876,164087185408,
BAJEL PROJECTS LIMITED,BAJEL.NS,191.78,1026153,22188357632,
GRM OVERSEAS LIMITED,GRMOVER.NS,86.71,1004033,17994393600,
ESAF SMALL FINANCE BANK L,ESAFSFB.NS,43.94,990090,22673836032,
BIRLA PRECISION TECH L,BIRLAPREC.NS,44.4,986260,0,
CASTROL INDIA LIMITED,CASTROLIND.NS,187.77,958550,185727516672,
BRAINBEES SOLUTIONS LTD,FIRSTCRY.NS,196.33,956816,95290589184,
BLUECLOUDS.NS,BLUECLOUDS.NS,22.22,948551,0,
