Name,Symbol,Price,Volume,MarketCap,New
VODAFONE IDEA LIMITED,IDEA.NS,13.52,1543179388,1464797888512,
FINEOTEX CHEMICAL LIMITED,FCL.NS,33.22,223430602,38684721152,
HFCL LIMITED,HFCL.NS,138.17,46836271,211436535808,
GTL INFRA.LTD,GTLINFRA.NS,1.31,43517476,16779935744,
BILLIONBRAINS GARAGE VN L,GROWW.NS,186.46,36361874,1154481520640,
BHARAT COKING COAL LTD,BHARATCOAL.NS,36.77,33005524,0,
FILATEX FASHIONS LIMITED,FILATFASH.NS,0.23,27569929,1916836736,
CUPID LIMITED,CUPID.NS,114.34,25294269,153748504576,
HINDUSTAN CONSTRUCTION CO,HCC.NS,20.95,23054177,54877855744,
INDIAN OIL CORP LTD,IOC.NS,135.0,22326843,1906367266816,
ASHOK LEYLAND LTD,ASHOKLEY.NS,151.38,22006392,889184124928,
CANARA BANK,CANBK.NS,126.15,18714764,1144262623232,
EASY TRIP PLANNERS LTD,EASEMYTRIP.NS,7.97,17687691,28985718784,
IDBI BANK LIMITED,IDBI.NS,73.56,17509333,790946709504,
GAIL (INDIA) LTD,GAIL.NS,156.12,17101804,1026501378048,
IFCI LTD,IFCI.NS,61.73,14841507,166320013312,
INDRAPRASTHA GAS LTD,IGL.NS,157.35,13574830,220290252800,
IDFC FIRST BANK LIMITED,IDFCFIRSTB.NS,67.81,12859053,583729872896,
BANK OF INDIA,BANKINDIA.NS,138.64,12745469,631181869056,
CAPRI GLOBAL CAPITAL LTD,CGCL.NS,182.39,11974953,175487270912,
DAVANGERE SUGAR COMPANY L,DAVANGERE.NS,4.09,9515107,5848662528,
GACM TECHNOLOGIES LIMITED,GATECH.NS,0.52,9192009,672052224,
INDIAN RAILWAY FIN CORP L,IRFC.NS,97.22,8671421,1270520217600,
ALOK INDUSTRIES LIMITED,ALOKINDS.NS,12.88,8245918,63952293888,
GMR AIRPORTS LIMITED,GMRAIRPORT.NS,94.21,8222545,994761113600,
INOX WIND LIMITED,INOXWIND.NS,96.3,7589853,166429310976,
AURI GROW INDIA LIMITED,AURIGROW.NS,0.31,7578641,206534400,
BAJAJ HINDUSTHAN SUGAR LT,BAJAJHIND.NS,17.72,7140267,41779970048,
JAYASWAL NECO INDUSTR LTD,JAYNECOIND.NS,100.82,6991751,97896046592,
AVENUESAI LIMITED,CCAVENUE.NS,13.85,6840040,48212123648,
IRB INFRA DEV LTD.,IRB.NS,20.21,6494041,244096368640,
DECCAN GOLD MINES LTD.,DECNGOLD.NS,135.87,5569960,0,
INDIABULLS LIMITED,IBULLSLTD.NS,17.56,5327221,39218151424,
ELECTROSTEEL CASTINGS LTD,ELECTCAST.NS,75.49,5024848,46666752000,
HARDWYN INDIA LIMITED,HARDWYN.NS,25.28,4938001,12347613184,
AUTOLINE INDUSTRIES LTD,AUTOIND.NS,87.82,4850852,3984867584,
BANDHAN BANK LIMITED,BANDHANBNK.NS,191.21,4801095,308042760192,
BRIGHTCOM GROUP LIMITED,BCG.NS,9.54,4505519,19256698880,
AQYLON NEXUS LIMITED,AQYLON.NS,57.44,4359539,14574282752,
INDIAN RENEWABLE ENERGY,IREDA.NS,127.77,4343483,358935494656,
ORIENT GREEN POWER CO LTD,GREENPOWER.NS,11.11,4332075,13032381440,
ASIAN GRANITO IND. LTD.,ASIANTILES.NS,62.3,4107002,18470410240,
ATAL REALTECH LIMITED,ATALREAL.NS,28.28,3688702,3503785984,
INTEGRA ESSENTIA LIMITED,ESSENTIA.NS,1.69,3660961,1804397056,
CONFIDENCE PETRO IND LTD.,CONFIPET.NS,64.71,3425805,21499318272,
J & K BANK LTD.,J&KBANK.NS,133.32,3396751,146809651200,
CENTRAL BANK OF INDIA,CENTRALBK.NS,34.04,3321317,308109705216,
AYE FINANCE LIMITED,AYE.NS,138.43,3258411,33845979136,
EQUITAS SMALL FIN BNK LTD,EQUITASBNK.NS,67.98,2998300,77604134912,
DEVYANI INTERNATIONAL LTD,DEVYANI.NS,118.68,2928818,146325291008,
ALLCARGO LOGISTICS LTD,ALLCARGO.NS,8.66,2814857,12970761216,
GRM OVERSEAS LIMITED,GRMOVER.NS,168.46,2685309,34959470592,
EMBASSY DEVELOPMENTS LTD,EMBDL.NS,67.77,2484898,94202560512,
IOL CHEM AND PHARMA LTD,IOLCP.NS,110.12,2399409,32323252224,
DELTA CORP LIMITED,DELTACORP.NS,69.56,2377852,18626156544,
DIAMOND POWER INFRA LTD,DIACABS.NS,190.23,2336052,100245708800,
DHANLAXMI BANK LIMITED,DHANBANK.NS,33.18,2279924,13096108032,
AVANTEL LIMITED,AVANTEL.NS,151.34,2276053,40212680704,
INDIAN ENERGY EXC LTD,IEX.NS,125.48,2264537,111589400576,
ITC HOTELS LIMITED,ITCHOTELS.NS,155.84,2175650,324611014656,
HATHWAY CABLE & DATACOM,HATHWAY.NS,10.19,2070416,18037362688,
COMFORT INTECH LTD.,COMFINTE.NS,7.47,2019391,0,
BAJAJ HOUSING FINANCE LTD,BAJAJHFL.NS,83.9,1991214,698774781952,
ARFIN INDIA LIMITED,ARFIN.NS,89.21,1888208,15051731968,
CESC LTD,CESC.NS,181.06,1885626,240007774208,
EDELWEISS FIN SERV LTD,EDELWEISS.NS,109.04,1826597,103209811968,
GMR POW AND URBAN INFRA L,GMRP&UI.NS,114.45,1783066,89387458560,
IRCON INTERNATIONAL LTD,IRCON.NS,140.9,1597008,132518658048,
DISH TV INDIA LTD.,DISHTV.NS,3.36,1573238,6186620416,
GPT INFRAPROJECTS LTD,GPTINFRA.NS,117.21,1559409,14811194368,
GREAVES COTTON LTD.,GREAVESCOT.NS,170.1,1557316,39625039872,
GUJ STATE FERT & CHEM LTD,GSFC.NS,176.44,1457929,70307381248,
GARUDA CONSTRUCT N ENG L,GARUDA.NS,169.91,1435755,15808722944,
AEQUS LIMITED,AEQUS.NS,197.67,1426890,129445019648,
INDIAN OVERSEAS BANK,IOB.NS,33.54,1399421,645866061824,
DEN NETWORKS LTD,DEN.NS,26.84,1253841,12796397568,
CAMLIN FINE SCIENCES LTD,CAMLINFINE.NS,124.03,1241583,23825123328,
ADITYA BIRLA FASHION & RT,ABFRL.NS,62.46,1233453,75975565312,
INOX GREEN ENERGY SER LTD,INOXGREEN.NS,183.16,1222302,73537282048,
JAMNA AUTO IND LTD,JAMNAAUTO.NS,112.8,1204457,45095931904,
ALGOQUANT FINTECH LIMITED,ALGOQUANT.NS,58.45,1152188,16430063616,
DWARIKESH SUGAR IND LTD,DWARKESH.NS,42.46,1147569,7867900416,
ELITECON INTERNATIONAL L,ELITECON.NS,30.18,1133908,0,
ENVIRO INFRA ENGINEERS L,EIEL.NS,189.53,1098552,33268201472,
INVENTURE GRO & SEC LTD,INVENTURE.NS,0.97,1092159,1018500032,
DIGITIDE SOLUTIONS LTD,DIGITIDE.NS,85.63,1085345,12768357376,
EXCELSOFT TECHNOLOGIES L,EXCELSOFT.NS,90.45,1045709,10409362432,
BALAJI TELEFILMS LIMITED.,BALAJITELE.NS,92.1,1034035,11227200512,
GLOBE INTL CARRIERS LTD,GICL.NS,41.08,1011197,4599094784,
ANLON HEALTHCARE LIMITED,AHCL.NS,13.47,961897,7159507456,
INSOLATION ENERGY LIMITED,INA.NS,130.32,926146,28721829888,
A B INFRABUILD LIMITED,ABINFRA.NS,12.82,906629,8189279744,
EXICOM TELE SYSTEMS LTD,EXICOM.NS,115.61,902933,16079012864,
EPACK PREFAB TECHN LTD,EPACKPEB.NS,191.54,891947,19274448896,
GUJARAT AMBUJA EXPORTS LT,GAEL.NS,161.12,867490,73901015040,
GUJARAT KIDNEY N SUP SP L,GKSL.NS,143.33,856186,11300602880,
JAI BALAJI INDUSTRIES LTD,JAIBALAJI.NS,77.39,820075,70599139328,
DCX SYSTEMS LIMITED,DCXINDIA.NS,194.98,792765,21718124544,
FISCHER MEDICAL VENTURE L,FISCHER.NS,34.6,780298,22646233088,
DCB BANK LIMITED,DCBBANK.NS,177.05,759324,56995545088,
FCS SOFTWARE SOLN. LTD.,FCSSOFT.NS,1.53,717687,2615616256,
ARISINFRA SOLUTIONS LTD,ARIS.NS,125.06,708378,10225061888,
ASHOKA BUILDCON LTD,ASHOKA.NS,124.27,679827,34885476352,
BARTRONICS INDIA LIMITED,ASMS.NS,7.39,672586,2250822144,
FUSION FINANCE LIMITED,FUSION.NS,186.4,620432,30143924224,
VALOR ESTATE LIMITED,DBREALTY.NS,116.13,589486,62989697024,
GUJARAT PIPAVAV PORT LTD,GPPL.NS,152.15,588738,73583665152,
LE TRAVENUES TECHNOLOGY L,IXIGO.NS,162.43,555881,71174144000,
GACM TECHNOLOGIES LIMITED,GATECHDVR.NS,0.5,553715,646204096,
BOMBAY DYEING & MFG. CO L,BOMDYEING.NS,120.86,549537,24961808384,
DCW LTD,DCW.NS,46.16,548680,13624354816,
FEDBANK FINANCIAL SER L,FEDFINA.NS,152.07,544774,56923258880,
CASTROL INDIA LIMITED,CASTROLIND.NS,183.02,541515,181029175296,
AMIR CHAND JAG KUM (E) L,AMIRCHAND.NS,130.57,529609,0,
ESAF SMALL FINANCE BANK L,ESAFSFB.NS,27.92,521758,14397687808,
AKSHAR SPINTEX LIMITED,AKSHAR.NS,0.49,520623,385859552,
GANDHAR OIL REFINE IND L,GANDHAR.NS,159.47,508084,15608848384,
HIMATSINGKA SEIDE LTD,HIMATSEIDE.NS,76.52,507258,9621799936,
