Name,Symbol,Price,Volume,MarketCap,New
VODAFONE IDEA LIMITED,IDEA.NS,8.82,721444966,956707110912,
ADANI POWER LTD,ADANIPOWER.NS,147.38,124038581,2842178355200,
FILATEX FASHIONS LIMITED,FILATFASH.NS,0.55,73671820,4668624384,
JAIPRAKASH POWER VEN. LTD,JPPOWER.NS,18.55,38244655,127203237888,
SAI SILKS (KALAMANDIR) L,KALAMANDIR.NS,184.02,37899300,27115341824,
CANARA BANK,CANBK.NS,125.9,34650164,1141995077632,
GTL INFRA.LTD,GTLINFRA.NS,1.5,33160196,19340910592,
HFCL LIMITED,HFCL.NS,75.87,18382404,109410254848,
DAVANGERE SUGAR COMPANY L,DAVANGERE.NS,4.11,16497596,5906502144,
JAYASWAL NECO INDUSTR LTD,JAYNECOIND.NS,72.09,16395028,69999263744,
ASHOK LEYLAND LTD,ASHOKLEY.NS,139.79,15557023,821166407680,
GACM TECHNOLOGIES LIMITED,GATECH.NS,0.67,14045589,901793920,
KELLTON TECH SOL LTD,KELLTONTEC.NS,23.99,12909563,12667331584,
HINDUSTAN CONSTRUCTION CO,HCC.NS,28.58,12273249,52038475776,
BELRISE INDUSTRIES LTD,BELRISE.NS,163.02,11948918,145068113920,
IDFC FIRST BANK LIMITED,IDFCFIRSTB.NS,69.04,11407770,506702659584,
IFCI LTD,IFCI.NS,58.15,10261749,156787638272,
BANK OF MAHARASHTRA,MAHABANK.NS,56.49,10176657,434495946752,
INDIAN RENEWABLE ENERGY,IREDA.NS,154.09,10124204,432874455040,
BANK OF INDIA,BANKINDIA.NS,125.53,9230061,571496333312,
INFIBEAM AVENUES LIMITED,INFIBEAM.NS,16.72,8201856,53629714432,
BANDHAN BANK LIMITED,BANDHANBNK.NS,165.96,8034798,267356815360,
GK ENERGY LIMITED,GKENERGY.NS,176.55,7999947,35807387648,
GAIL (INDIA) LTD,GAIL.NS,177.36,7692897,1166757462016,
EASY TRIP PLANNERS LTD,EASEMYTRIP.NS,8.14,7102628,29603987456,
GMR AIRPORTS LIMITED,GMRAIRPORT.NS,89.28,6939315,945554391040,
INDIAN ENERGY EXC LTD,IEX.NS,143.59,6878878,127750684672,
EDELWEISS FIN SERV LTD,EDELWEISS.NS,111.4,6642849,104895135744,
ADITYA BIRLA FASHION & RT,ABFRL.NS,87.99,6255322,106994409472,
LEMON TREE HOTELS LTD,LEMONTREE.NS,173.24,6229502,137237438464,
