Name,Symbol,Price,Volume,MarketCap,New
VODAFONE IDEA LIMITED,IDEA.NS,13.58,899128614,1471298404352,
FINEOTEX CHEMICAL LIMITED,FCL.NS,34.12,109830296,39732768768,
JAIPRAKASH POWER VEN. LTD,JPPOWER.NS,18.31,85533238,125486833664,🚀 New!
IRB INFRA DEV LTD.,IRB.NS,21.13,56590027,255208128512,
GMR AIRPORTS LIMITED,GMRAIRPORT.NS,94.5,48801167,997823217664,
FILATEX FASHIONS LIMITED,FILATFASH.NS,0.23,34222596,1916836736,
GTL INFRA.LTD,GTLINFRA.NS,1.31,29771516,16779935744,
HFCL LIMITED,HFCL.NS,139.34,27464632,213226930176,
BILLIONBRAINS GARAGE VN L,GROWW.NS,188.5,27379705,1167112273920,
INDIAN OIL CORP LTD,IOC.NS,138.04,24210961,1949295706112,
ASHOK LEYLAND LTD,ASHOKLEY.NS,153.61,24201384,902282805248,
HINDUSTAN CONSTRUCTION CO,HCC.NS,20.9,21429465,54746882048,
CANARA BANK,CANBK.NS,127.66,21280209,1157959385088,
IOL CHEM AND PHARMA LTD,IOLCP.NS,119.54,21057060,35088281600,
IDFC FIRST BANK LIMITED,IDFCFIRSTB.NS,68.21,16722039,587173199872,
CUPID LIMITED,CUPID.NS,119.44,15587536,160606273536,
BHARAT COKING COAL LTD,BHARATCOAL.NS,36.11,15471933,0,
AURI GROW INDIA LIMITED,AURIGROW.NS,0.31,14965864,206534400,
BANK OF INDIA,BANKINDIA.NS,139.17,12318604,633594773504,
GAIL (INDIA) LTD,GAIL.NS,155.64,11538070,1023345360896,
IFCI LTD,IFCI.NS,61.41,11162641,165457838080,
DAVANGERE SUGAR COMPANY L,DAVANGERE.NS,4.15,10639599,5934461952,
BAJAJ HINDUSTHAN SUGAR LT,BAJAJHIND.NS,18.08,10442911,42628771840,
ALOK INDUSTRIES LIMITED,ALOKINDS.NS,12.49,10336138,62015848448,
IDBI BANK LIMITED,IDBI.NS,73.3,10156276,788151140352,
INDRAPRASTHA GAS LTD,IGL.NS,154.8,8953874,216720244736,
DECCAN GOLD MINES LTD.,DECNGOLD.NS,150.54,7651472,0,
GLOTTIS LIMITED,GLOTTIS.NS,70.31,7525411,6496854528,
EASY TRIP PLANNERS LTD,EASEMYTRIP.NS,8.02,7122829,29167564800,
DIAMOND POWER INFRA LTD,DIACABS.NS,195.1,6838350,102812057600,
CAPRI GLOBAL CAPITAL LTD,CGCL.NS,185.93,6729962,178893275136,
INDIAN RAILWAY FIN CORP L,IRFC.NS,97.13,6533751,1269343977472,
AVENUESAI LIMITED,CCAVENUE.NS,13.84,6483274,48177311744,
