Name,Symbol,Price,Volume,MarketCap,New
VODAFONE IDEA LIMITED,IDEA.NS,15.52,538874989,1681483890688,
DAVANGERE SUGAR COMPANY L,DAVANGERE.NS,1.75,161990871,2967817728,
IFCI LTD,IFCI.NS,88.96,156465520,239686189056,
FINEOTEX CHEMICAL LIMITED,FCL.NS,58.43,71042938,68041785344,
ORIENT GREEN POWER CO LTD,GREENPOWER.NS,9.54,46747752,11190722560,
INDIABULLS LIMITED,IBULLSLTD.NS,25.05,41715231,56142114816,
JINDAL WORLDWIDE LTD,JINDWORLD.NS,55.44,40884373,55584251904,
JAIPRAKASH POWER VEN. LTD,JPPOWER.NS,16.4,35091447,112396722176,
GTL INFRA.LTD,GTLINFRA.NS,1.16,33190106,14858916864,
BAJAJ HINDUSTHAN SUGAR LT,BAJAJHIND.NS,21.35,26526801,51002716160,
ALOK INDUSTRIES LIMITED,ALOKINDS.NS,7.41,26199564,36792430592,
HINDUSTAN CONSTRUCTION CO,HCC.NS,23.43,24988731,61374136320,
IDBI BANK LIMITED,IDBI.NS,81.56,22147032,876965920768,
ALLCARGO LOGISTICS LTD,ALLCARGO.NS,12.75,22055811,19096674304,
BILLIONBRAINS GARAGE VN L,GROWW.NS,194.63,20798741,1205066661888,
IDFC FIRST BANK LIMITED,IDFCFIRSTB.NS,86.0,20234502,741467029504,
INOX WIND LIMITED,INOXWIND.NS,77.39,18487840,133748326400,
BRIGHTCOM GROUP LIMITED,BCG.NS,10.23,18032624,20649478144,
ANLON HEALTHCARE LIMITED,AHCL.NS,16.28,17457663,8653064192,
EASY TRIP PLANNERS LTD,EASEMYTRIP.NS,5.97,17082054,21712013312,
CONFIDENCE PETRO IND LTD.,CONFIPET.NS,90.66,15677381,30120974336,
FILATEX FASHIONS LIMITED,FILATFASH.NS,0.18,15473313,1500133120,
EXCELSOFT TECHNOLOGIES L,EXCELSOFT.NS,75.23,15422559,8657781760,
EMPOWER INDIA LTD.,EMPOWER.NS,2.1,14978501,2443976704,
GMR AIRPORTS LIMITED,GMRAIRPORT.NS,98.65,11993225,1041643012096,
BANDHAN BANK LIMITED,BANDHANBNK.NS,171.7,11129744,276627849216,
DHARAN INFRA-EPC LIMITED,DHARAN.NS,0.13,9577028,679738560,
CANARA BANK,CANBK.NS,124.08,9337142,1125486428160,
EDELWEISS FIN SERV LTD,EDELWEISS.NS,133.63,7707808,126485028864,
INDO RAMA SYNTHETICS LTD,INDORAMA.NS,86.13,7583783,22489675776,
ALLCARGO GLOBAL LIMITED,AGL.NS,15.55,7575417,15282262016,
CESC LTD,CESC.NS,149.67,7428276,198398132224,
ASHOK LEYLAND LTD,ASHOKLEY.NS,167.0,7196180,980933672960,
AVENUESAI LIMITED,CCAVENUE.NS,15.41,7130290,53642510336,
INDIAN RAILWAY FIN CORP L,IRFC.NS,81.39,6679608,1063645675520,
BANK OF INDIA,BANKINDIA.NS,141.06,6060719,642199257088,
BHARAT COKING COAL LTD,BHARATCOAL.NS,33.79,5613551,0,
INDIAN OIL CORP LTD,IOC.NS,135.6,5293705,1914840023040,
IRB INFRA DEV LTD.,IRB.NS,19.07,5123607,230327451648,
GACM TECHNOLOGIES LIMITED,GATECH.NS,0.79,5019105,1412052480,
CENTRAL BANK OF INDIA,CENTRALBK.NS,30.58,4463549,276791853056,
AVANCE TECHNOLOGIES LTD.,AVANCE.NS,0.82,4345874,1625172224,
GAIL (INDIA) LTD,GAIL.NS,174.9,4342616,1149981294592,
JYOTI STRUCTURES LTD,JYOTISTRUC.NS,10.08,4126607,12032092160,
HINDUSTAN OIL EXPLORATION,HINDOILEXP.NS,195.83,3990748,25897203712,
ARDEE INDUSTRIES LIMITED,ARDEE.NS,53.27,3958768,16790755328,
BODAL CHEMICALS LTD,BODALCHEM.NS,174.85,3521796,22021320704,
JTL INDUSTRIES LIMITED,JTLIND.NS,87.8,3513841,34512568320,
HORIZON INDUSTRIAL PRKS L,HORIZONIND.NS,55.67,3381254,160491192320,
JAYASWAL NECO INDUSTR LTD,JAYNECOIND.NS,91.36,3290080,88710406144,
INDIAN ENERGY EXC LTD,IEX.NS,117.95,3286258,104892964864,
EXICOM TELE SYSTEMS LTD,EXICOM.NS,180.42,3179454,25092773888,
EMBASSY DEVELOPMENTS LTD,EMBDL.NS,57.34,3178207,79704514560,
GAYATRI PROJECTS LTD,GAYAPROJ.NS,23.64,3081761,10976028672,
CASTROL INDIA LIMITED,CASTROLIND.NS,189.16,2950009,187102396416,
ANDHRA PAPER LIMITED,ANDHRAPAP.NS,68.08,2939394,13537721344,
DCW LTD,DCW.NS,48.14,2936860,14208761856,
FEDDERS HOLDING LTD.,FEDDERSHOL.NS,48.5,2860165,9768674304,
GANGA FORGING LIMITED,GANGAFORGE.NS,1.59,2752465,535838880,
ASIAN GRANITO IND. LTD.,ASIANTILES.NS,50.47,2719325,14963108864,
BHANSALI ENG. POLYMERS LT,BEPL.NS,133.56,2505638,33237536768,
INDIAN RENEWABLE ENERGY,IREDA.NS,111.99,2499652,314605830144,
ADITYA BIRLA FASHION & RT,ABFRL.NS,51.33,2155490,62457176064,
INTEGRA ESSENTIA LIMITED,ESSENTIA.NS,1.06,2079879,1860600064,
AASTHA SPINTEX LIMITED,AASTHA.NS,81.46,2046119,0,
ANMOL INDIA LIMITED,ANMOL.NS,13.63,2032124,775739904,
GRADIENTE INFOTAINMENT L,GRADIENTE.NS,2.55,2023521,847619968,
GUJ STATE FERT & CHEM LTD,GSFC.NS,160.03,1930795,63768358912,
LE TRAVENUES TECHNOLOGY L,IXIGO.NS,167.54,1901446,73892552704,
