Name,Symbol,Price,Volume,MarketCap,New
VODAFONE IDEA LIMITED,IDEA.NS,9.44,1456353319,1024809893888,
IDBI BANK LIMITED,IDBI.NS,102.18,94437101,1099827642368,
CANARA BANK,CANBK.NS,129.98,44840796,1179642363904,
IDFC FIRST BANK LIMITED,IDFCFIRSTB.NS,79.2,40373733,645634916352,
GTL INFRA.LTD,GTLINFRA.NS,1.45,35578852,18573211648,
ADANI POWER LTD,ADANIPOWER.NS,162.33,29986223,3132213428224,
BANK OF MAHARASHTRA,MAHABANK.NS,60.02,29376179,462039089152,
BANK OF INDIA,BANKINDIA.NS,141.09,23437366,643209428992,
INDIAN OIL CORP LTD,IOC.NS,154.52,22696929,2182013779968,
FILATEX FASHIONS LIMITED,FILATFASH.NS,0.5,21632877,4250377216,
CENTRAL BANK OF INDIA,CENTRALBK.NS,40.4,21430250,365676625920,
ASHOK LEYLAND LTD,ASHOKLEY.NS,140.1,21311269,823160799232,
DAVANGERE SUGAR COMPANY L,DAVANGERE.NS,3.77,21270582,5391065088,
ARIHANT CAPITAL MKTS LTD,ARIHANTCAP.NS,107.61,19876071,11222360064,
JAIPRAKASH POWER VEN. LTD,JPPOWER.NS,17.89,19270337,122676871168,
GACM TECHNOLOGIES LIMITED,GATECH.NS,0.62,18367212,781392704,
INFIBEAM AVENUES LIMITED,INFIBEAM.NS,19.24,14354560,62052900864,
INDIAN OVERSEAS BANK,IOB.NS,40.59,14301632,781818593280,
GMR AIRPORTS LIMITED,GMRAIRPORT.NS,92.69,11125660,978711543808,
BRIGHTCOM GROUP LIMITED,BCG.NS,13.62,8922217,27492268032,
INDIAN ENERGY EXC LTD,IEX.NS,147.52,8905970,131198492672,
KELLTON TECH SOL LTD,KELLTONTEC.NS,19.98,8348753,10555850752,
INDIAN RENEWABLE ENERGY,IREDA.NS,151.47,8264024,425514270720,
DHARAN INFRA-EPC LIMITED,DHARAN.NS,0.44,7665146,2355431168,
BANDHAN BANK LIMITED,BANDHANBNK.NS,175.62,7620949,283099693056,
HFCL LIMITED,HFCL.NS,75.66,7390073,109107421184,
JAYASWAL NECO INDUSTR LTD,JAYNECOIND.NS,78.44,7170524,76165103616,
DCB BANK LIMITED,DCBBANK.NS,161.43,7134820,51853758464,
MAN COAT METAL & IND LTD,MANAKCOAT.NS,169.78,6914700,17972490240,
IFCI LTD,IFCI.NS,56.37,6651081,151878483968,
EASY TRIP PLANNERS LTD,EASEMYTRIP.NS,7.95,6643452,28912982016,
ADITYA BIRLA FASHION & RT,ABFRL.NS,84.17,6313194,102368354304,
JYOTI STRUCTURES LTD,JYOTISTRUC.NS,13.21,6212078,15729712128,
JAI CORP LIMITED,JAICORPLTD.NS,170.32,5834571,29892012032,
J & K BANK LTD.,J&KBANK.NS,108.59,5678726,119710720000,
INDIAN RAILWAY FIN CORP L,IRFC.NS,122.77,5609563,1604420501504,
EDELWEISS FIN SERV LTD,EDELWEISS.NS,119.58,5595850,113152303104,
HINDUSTAN CONSTRUCTION CO,HCC.NS,28.04,5585864,51036213248,
EQUITAS SMALL FIN BNK LTD,EQUITASBNK.NS,60.25,5479032,68716072960,
IRB INFRA DEV LTD.,IRB.NS,44.66,5396502,270064320512,
AURI GROW INDIA LIMITED,AURIGROW.NS,0.55,5350057,366432000,
CANARA HSBC LIFE INS CO L,CANHLIFE.NS,120.47,4767080,114446499840,
FILATEX INDIA LTD,FILATEX.NS,61.41,4753843,27302762496,
INOX WIND LIMITED,INOXWIND.NS,153.3,4596145,264938864640,
GAIL (INDIA) LTD,GAIL.NS,178.46,4483855,1174235381760,
EXCEL REALTY N INFRA LTD,EXCEL.NS,1.57,4329529,2228898304,
BHAGYANAGAR INDIA LIMITED,BHAGYANGR.NS,126.56,4253638,4049287168,
DISH TV INDIA LTD.,DISHTV.NS,4.36,4236158,8027877376,
EMBASSY DEVELOPMENTS LTD,EMBDL.NS,92.19,4104388,127348817920,
BMW VENTURES LIMITED,BMWVENTLTD.NS,67.15,4015767,5822912512,
FCS SOFTWARE SOLN. LTD.,FCSSOFT.NS,2.26,3983049,3863590144,
DEVYANI INTERNATIONAL LTD,DEVYANI.NS,163.96,3412262,201988440064,
AEROFLEX INDUSTRIES LTD,AEROFLEX.NS,184.53,3264897,23863486464,
BAJAJ HOUSING FINANCE LTD,BAJAJHFL.NS,109.01,3183525,907901665280,
BAJAJ HINDUSTHAN SUGAR LT,BAJAJHIND.NS,21.99,3124005,28050001920,
JINDAL SAW LIMITED,JINDALSAW.NS,180.06,3039470,114830819328,
MAGELLANIC CLOUD LIMITED,MCLOUD.NS,54.91,2989448,32089137152,
ALOK INDUSTRIES LIMITED,ALOKINDS.NS,17.43,2739577,86544138240,
ESSAR SHIPPING LTD,ESSARSHPNG.NS,36.45,2738725,7556498432,
CESC LTD,CESC.NS,178.74,2737690,237037715456,
HARDWYN INDIA LIMITED,HARDWYN.NS,14.51,2650336,7087178240,
ORIENT GREEN POWER CO LTD,GREENPOWER.NS,13.45,2481862,15800701952,
KHAITAN CHEM & FERT LTD,KHAICHEM.NS,127.37,2413114,12353514496,
MIC ELECTRONICS LTD,MICEL.NS,55.87,2319469,13477125120,
ATAL REALTECH LIMITED,ATALREAL.NS,24.09,2144110,2988340992,
IRCON INTERNATIONAL LTD,IRCON.NS,168.7,2005296,158664998912,
BELRISE INDUSTRIES LTD,BELRISE.NS,149.07,1805427,132654292992,
HINDUSTAN OIL EXPLORATION,HINDOILEXP.NS,152.7,1690742,20193550336,
JM FINANCIAL LIMITED,JMFINANCIL.NS,170.46,1688004,162996600832,
AVANTEL LIMITED,AVANTEL.NS,173.46,1616999,45961613312,
LLOYDS ENGG WORK LIMITED,LLOYDSENGG.NS,58.46,1594967,80683048960,
DIAMOND POWER INFRA LTD,DIACABS.NS,150.57,1484944,79351201792,
GACM TECHNOLOGIES LIMITED,GATECHDVR.NS,0.51,1465996,788288768,
GMR POW AND URBAN INFRA L,GMRP&UI.NS,118.32,1409827,84614291456,
VALOR ESTATE LIMITED,DBREALTY.NS,151.84,1375644,81872797696,
DHANLAXMI BANK LIMITED,DHANBANK.NS,27.01,1363809,10676788224,
MARKSANS PHARMA LIMITED,MARKSANS.NS,183.34,1346408,83083042816,
MITTAL LIFE STYLE LIMITED,MITTAL.NS,1.49,1341881,661412160,
ENGINEERS INDIA LTD,ENGINERSIN.NS,197.77,1231721,111215992832,🚀 New!
KARNATAKA BANK LIMITED,KTKBANK.NS,183.53,1194877,69387124736,
INTEGRA ESSENTIA LIMITED,ESSENTIA.NS,1.75,1165440,1868458496,
AKME FINTRADE (INDIA) LTD,AFIL.NS,8.1,1155487,3469414400,
LYPSA GEMS & JEWEL LTD,LYPSAGEMS.NS,4.99,1146544,148730160,
GUJ STATE FERT & CHEM LTD,GSFC.NS,193.2,1088634,76989874176,
JTL INDUSTRIES LIMITED,JTLIND.NS,68.29,1075917,26851547136,
ESAF SMALL FINANCE BANK L,ESAFSFB.NS,28.51,1057711,14723179520,
INVENTURE GRO & SEC LTD,INVENTURE.NS,1.46,1052476,1533000064,
ALLCARGO LOGISTICS LTD,ALLCARGO.NS,32.78,1040338,32215595008,
IOL CHEM AND PHARMA LTD,IOLCP.NS,92.69,1021951,27256729600,
HATHWAY CABLE & DATACOM,HATHWAY.NS,13.74,1021466,24321234944,
GAYATRI HIGHWAYS LIMITED,GAYAHWS.NS,3.05,1016931,758568256,
KAMDHENU VENTURES LIMITED,KAMOPAINTS.NS,7.98,1008949,2511650048,
HI-TECH PIPES LIMITED,HITECH.NS,113.16,1006942,22948876288,
FISCHER MEDICAL VENTURE L,FISCHER.NS,109.08,999988,70740066304,
GLOBE TEXTILES (I) LTD.,GLOBE.NS,2.34,983901,1053979904,
GUJARAT PIPAVAV PORT LTD,GPPL.NS,158.99,980959,76862111744,
LEMON TREE HOTELS LTD,LEMONTREE.NS,164.7,965524,130527281152,
ADVANCE AGROLIFE LIMITED,ADVANCE.NS,137.15,930321,8816786432,
ELECTROSTEEL CASTINGS LTD,ELECTCAST.NS,91.07,921655,56372072448,
GLOTTIS LIMITED,GLOTTIS.NS,77.11,903628,7125195264,
JAIN IRRIGATION SYSTEMS,JISLJALEQS.NS,49.18,896532,35729637376,
ARISINFRA SOLUTIONS LTD,ARISINFRA.NS,161.43,876247,13083663360,
KESORAM INDUSTRIES LTD,KESORAMIND.NS,5.14,867235,1596811136,
MASTER TRUST LIMITED,MASTERTR.NS,135.93,865567,16721563648,
DELTA CORP LIMITED,DELTACORP.NS,77.35,858927,20717404160,
JSW CEMENT LIMITED,JSWCEMENT.NS,135.49,831529,184722325504,
GOKUL AGRO RESOURCES LTD,GOKULAGRO.NS,174.0,812563,51345088512,
FEDBANK FINANCIAL SER L,FEDFINA.NS,142.94,807862,53461938176,
MAAN ALUMINIUM LIMITED,MAANALU.NS,148.13,801333,8019431424,
AKSHAR SPINTEX LIMITED,AKSHAR.NS,0.6,788832,488230496,
CONS. CONST. CONSORT LTD,CCCL.NS,23.93,772622,10726034432,
GATEWAY DISTRIPARKS LTD,GATEWAY.NS,61.98,753893,30972858368,
JAI BALAJI INDUSTRIES LTD,JAIBALAJI.NS,93.93,752460,85705818112,
3I INFOTECH LIMITED,3IINFOLTD.NS,20.56,737171,3494000128,
MANALI PETROCHEMICALS LT,MANALIPETC.NS,73.58,703074,12655704064,
BOMBAY DYEING & MFG. CO L,BOMDYEING.NS,167.44,700446,34592444416,
CASTROL INDIA LIMITED,CASTROLIND.NS,198.07,695859,196024500224,
ASIAN GRANITO IND. LTD.,ASIANTILES.NS,63.76,685642,14786685952,
COFFEE DAY ENTERPRISE LTD,COFFEEDAY.NS,42.59,671388,8997210112,
LLOYDS ENTERPRISES LTD,LLOYDSENT.NS,66.38,648514,96163364864,
FUTURE MKT NETWORKS LTD,FMNL.NS,12.02,627771,728945472,
GENERIC ENG CONS PROJ LTD,GENCON.NS,42.09,614542,2419715328,
LAXMI INDIA FINANCE LTD,LAXMIINDIA.NS,157.55,612435,8234804224,
ADITYA BIRLA LIFES BRAN L,ABLBL.NS,136.36,526948,165998182400,
JINDAL WORLDWIDE LTD,JINDWORLD.NS,36.8,520979,36895752192,
KNR CONSTRU LTD.,KNRCON.NS,188.73,519509,53097332736,
GPT INFRAPROJECTS LTD,GPTINFRA.NS,109.02,515755,13793713152,
JINKUSHAL INDUSTRIES LTD,JKIPL.NS,116.75,499729,4481565696,
KAMDHENU LIMITED,KAMDHENU.NS,27.24,496110,7686903296,
MAN INFRA LTD,MANINFRA.NS,145.4,490934,58693107712,
ALANKIT LIMITED,ALANKIT.NS,12.05,485141,3275303424,
DIGITIDE SOLUTIONS LTD,DIGITIDE.NS,173.99,483249,25915707392,
GVK POW. & INFRA LTD.,GVKPIL.NS,3.52,482229,5558820352,
JAMNA AUTO IND LTD,JAMNAAUTO.NS,95.05,475100,37967073280,
COASTAL CORPORATION LTD,COASTCORP.NS,41.23,466035,2777349632,
CONFIDENCE PETRO IND LTD.,CONFIPET.NS,41.69,454515,13874747392,
LATTEYS INDUSTRIES LTD,LATTEYS.NS,28.74,453088,1652429952,
ARKADE DEVELOPERS LIMITED,ARKADE.NS,167.41,441974,31081947136,
HEMISPHERE PROP IND LTD,HEMIPROP.NS,141.57,440031,40378564608,
ASHOKA BUILDCON LTD,ASHOKA.NS,191.42,440007,53736042496,
KSHITIJ POLYLINE LIMITED,KSHITIJPOL.NS,2.87,426407,255431360,
ALLCARGO GATI LIMITED,ACLGATI.NS,59.21,424829,8709775360,
DWARIKESH SUGAR IND LTD,DWARKESH.NS,44.55,419287,8319373312,
IND TERRAIN FASHIONS LTD,INDTERRAIN.NS,38.57,418844,1958167424,
MANGALAM GLOBAL ENT LTD,MGEL.NS,14.9,409440,4910377984,
FUTURE ENTERPRISES LTD,FEL.NS,0.47,407002,275884000,
INTENSE TECHNOLOGIES LTD,INTENTECH.NS,129.73,403462,3071136512,
INDIA PESTICIDES LIMITED,IPL.NS,190.07,400158,21889128448,
SRI LOTUS DEVLPRS N RTY L,LOTUSDEV.NS,184.38,398939,90110877696,
DCW LTD,DCW.NS,62.86,385675,18556372992,
DEN NETWORKS LTD,DEN.NS,32.88,381948,15676063744,
HIMATSINGKA SEIDE LTD,HIMATSEIDE.NS,121.27,380417,15268907008,
GLOBE CIVIL PROJECTS LTD,GLOBECIVIL.NS,72.15,375537,4308725760,
AXITA COTTON LIMITED,AXITA.NS,8.4,373881,2921288960,
DEV ACCELERATOR LIMITED,DEVX.NS,42.92,362699,3870847744,
BHANDARI HOSIERY EXP LTD,BHANDARI.NS,4.63,362567,1113789696,
ELECTRONICS MART IND LTD,EMIL.NS,149.27,361853,57446879232,
HT MEDIA LIMITED,HTMEDIA.NS,27.91,360841,6456142336,
DEBOCK INDUSTRIES LIMITED,DIL.NS,1.98,358076,322217504,
LAXMI ORGANIC INDUS LTD,LXCHEM.NS,198.4,356890,54991695872,
GFL LIMITED,GFLLIMITED.NS,69.45,356697,7629082112,
APTECH LIMITED,APTECHT.NS,108.83,352232,6312446464,
DUCON INFRATECHNOLOGIES L,DUCON.NS,4.74,349920,1550213504,
ARFIN INDIA LIMITED,ARFIN.NS,54.0,342838,9111014400,
JTEKT INDIA LIMITED,JTEKTINDIA.NS,159.27,334532,44181004288,
INTL CONVEYORS LIMITED,INTLCONV.NS,97.9,331133,6213023232,
BHANSALI ENG. POLYMERS LT,BEPL.NS,99.64,317367,24813504512,
KRITIKA WIRES LIMITED,KRITIKA.NS,8.43,317183,2244740608,
FUT LIFESTYLE FASH LTD,FLFL.NS,1.43,315702,288538080,
BODHI TREE MULTIMEDIA LTD,BTML.NS,8.16,303968,1472861824,
GTL LTD,GTL.NS,9.21,300916,1451835648,
BCL INDUSTRIES LIMITED,BCLIND.NS,39.15,295944,11555644416,
EVEREST KANTO CYLINDERLTD,EKC.NS,148.09,288447,16616835072,
MADRAS FERTILISERS LTD,MADRASFERT.NS,82.18,288253,13239304192,
AJOONI BIOTECH LIMITED,AJOONI.NS,5.18,285552,892221824,
IRIS CLOTHINGS LIMITED,IRISDOREME.NS,32.63,284073,5569236992,
ARSHIYA LIMITED,ARSHIYA.NS,1.65,281838,432236768,
B.L.KASHYAP & SON LTD,BLKASHYAP.NS,59.71,281021,13492197376,
MEDICO REMEDIES LIMITED,MEDICO.NS,48.22,278389,4001488640,
IMAGICAAWORLD ENT LTD,IMAGICAA.NS,52.69,271961,29815238656,
BRIGADE HOTEL VENTURE LTD,BRIGHOTEL.NS,83.41,267081,31682668544,
KAVVERI DFS & WIR TEC LTD,KAVDEFENCE.NS,108.19,259609,3730706688,
ALEMBIC LIMITED,ALEMBICLTD.NS,98.83,259566,25397995520,
JAGRAN PRAKASHAN LIMITED,JAGRAN.NS,72.69,245390,15821289472,
CAMLIN FINE SCIENCES LTD,CAMLINFINE.NS,194.85,241388,36646653952,
ANTARCTICA LTD,ANTGRAPHIC.NS,1.07,234890,165860288,
GUJARAT AMBUJA EXPORTS LT,GAEL.NS,106.02,233627,48628260864,
GEOJIT FINANCIAL SER L,GEOJITFSL.NS,74.21,233353,20735766528,
AEROFLEX ENTERPRISES LTD,AEROENTER.NS,85.02,223840,9614486528,
GEEKAY WIRES LIMITED,GEEKAYWIRE.NS,68.96,221250,3603849472,
AAREY DRUGS & PHARM LTD,AAREYDRUGS.NS,91.29,219816,2588464384,
FUSION FINANCE LIMITED,FUSION.NS,184.01,213220,24933709824,
GUJ IND POW CO. LTD,GIPCL.NS,181.85,213218,28233746432,
EXXARO TILES LIMITED,EXXARO.NS,7.39,209858,3306364928,
ANUH PHARMA LIMITED,ANUHPHR.NS,90.4,205894,9069365248,
INDO RAMA SYNTHETICS LTD,INDORAMA.NS,66.45,202346,17350967296,
MARKOLINES PAVEMENT TEC L,MARKOLINES.NS,167.92,192547,3706088704,
FINOLEX INDUSTRIES LTD,FINPIPE.NS,190.24,189321,117628043264,
MIRZA INTERNATIONAL LIMIT,MIRZAINT.NS,37.46,184943,5183947776,
AKG EXIM LIMITED,AKG.NS,13.82,184244,439152256,
EXICOM TELE SYSTEMS LTD,EXICOM.NS,139.02,183877,19336261632,
INDOWIND ENERGY LTD,INDOWIND.NS,15.57,183596,2005442944,
IL&FS INVESTMENT MANAGERS,IVC.NS,7.69,176252,2414911744,
INDOGULF CROPSCIENCES LTD,IGCL.NS,106.46,165838,6730826752,
HLV LIMITED,HLVLTD.NS,11.12,165148,7330970112,
DHAMPUR SUGAR MILLS LTD.,DHAMPURSUG.NS,135.88,159027,8739255296,
CENTURY EXTRUSIONS LTD,CENTEXT.NS,28.76,158125,2324655104,
ALLIED DIGITAL SERV. LTD,ADSL.NS,179.42,158090,10153594880,
HIGHWAY INFRASTRUCTURE L,HILINFRA.NS,77.11,157625,5535391744,
ATLANTAA LIMITED,ATLANTAA.NS,42.91,156361,3497961472,
CAMBRIDGE TECH ENTER LTD,CTE.NS,55.59,147825,1070150400,
MIRCELECTR-DEPO,MIRCELECTR.NS,28.96,145798,10697602048,
GLOBAL SURFACES LIMITED,GSLSU.NS,100.06,145321,4240724480,
ALLCARGO TERMINALS LTD,ATL.NS,34.13,145106,8602818560,
KROSS LIMITED,KROSS.NS,182.74,143035,11788452864,
MENON BEARINGS LIMITED,MENONBE.NS,123.34,142945,6919175168,
A2Z INFRA ENGINEERING LTD,A2ZINFRA.NS,16.51,139179,2907738880,
MCLEOD RUSSEL INDIA LTD.,MCLEODRUSS.NS,65.75,135354,6894576640,
ANDHRA SUGARS LTD,ANDHRSUGAR.NS,81.3,134404,11019027456,
KIRLOSKAR ELECTRIC CO LTD,KECL.NS,118.78,133965,7889333248,
GLOBAL EDUCATION LIMITED,GLOBAL.NS,65.76,133305,3347282688,
COMMERCIAL SYN BAGS LTD,COMSYN.NS,150.72,132207,6056305664,
HCL INFOSYSTEMS LTD,HCL-INSYS.NS,15.01,130082,4961366016,
CAPITAL TRUST LTD,CAPTRU-RE1.NS,6.23,128525,0,
AKSH OPTIFIBRE LIMITED,AKSHOPTFBR.NS,7.59,126911,1238123136,
BLUSPRING ENTERPRISES LTD,BLUSPRING.NS,80.6,125737,12005321728,
ESTER INDUSTRIES LTD,ESTER.NS,110.56,125677,10826461184,
ANLON HEALTHCARE LIMITED,AHCL.NS,123.99,119501,6590254592,
INDBANK MERCH BANK,INDBANK.NS,39.86,115659,1780674688,
ACCURACY SHIPPING LIMITED,ACCURACY.NS,6.71,115216,1010257600,
BAID FINSERV LIMITED,BAIDFIN.NS,10.56,115208,1267921280,
B.A.G FILMS AND MEDIA LTD,BAGFILMS.NS,7.08,114885,1414752256,
DOLAT ALGOTECH LIMITED,DOLATALGO.NS,80.33,114566,14164268032,
ANDHRA PAPER LIMITED,ANDHRAPAP.NS,77.97,114032,15552073728,
BROOKS LAB LIMITED,BROOKS.NS,106.78,113510,3166489344,
JAYBHARATMARU-,JAYBARMARU.NS,91.16,112978,9953973248,
AGS TRANSACT TECH LTD,AGSTRA.NS,4.25,112581,544450496,
CALIFORNIA SOFTWARE CO LT,CALSOFT.NS,17.5,110925,514528736,
BLISS GVS PHARMA LTD,BLISSGVS.NS,152.04,108760,16077441024,
DPSC LIMITED,DPSCLTD.NS,11.67,108526,11364124672,
BEARDSELL LIMITED,BEARDSELL.NS,36.42,107916,1436295424,
GOYAL ALUMINIUMS LIMITED,GOYALALUM.NS,7.26,106373,1042053376,
CAPITAL INDIA FINANCE LTD,CIFL.NS,35.09,104804,13686600704,
A B INFRABUILD LIMITED,ABINFRA.NS,18.21,102891,11632354304,
MEGASOFT LTD,MEGASOFT.NS,194.7,100290,14372322304,
ALMONDZ GLOBAL SEC LTD,ALMONDZ.NS,16.92,98640,2972628480,
ASTRON PAPER BORD MIL LTD,ASTRON.NS,10.58,96260,491969984,
GPT HEALTHCARE LIMITED,GPTHEALTH.NS,151.12,96204,12400124928,
KOHINOOR FOODS LIMITED,KOHINOOR.NS,31.41,95389,1165889280,
EMAMI REALTY LIMITED,EMAMIREAL.NS,88.99,92619,3900777472,
LANCOR HOLDINGS LIMITED,LANCORHOL.NS,22.39,91238,1646797056,
IND SWIFT LABORATORIES LT,INDSWFTLAB.NS,103.25,91223,8499489792,
HOUSING DEV & INFRA LTD,HDIL.NS,2.87,90509,1346269696,
JHS SVEND. LAB. LTD,JHS.NS,13.26,88734,1135108608,
BODAL CHEMICALS LTD,BODALCHEM.NS,60.62,88248,7634728960,
BHARAT ROAD NETWORK LTD,BRNL.NS,22.68,86413,1903986048,
DREAMFOLKS SERVICES LTD,DREAMFOLKS.NS,127.17,85833,6774328320,
AIRAN LIMITED,AIRAN.NS,23.48,85679,2935469568,
GUJARAT LEASE FINANCING L,GLFL.NS,8.48,84359,230026496,
GANESH BENZOPLAST LIMITED,GANESHBE.NS,85.97,83647,6188931072,
BARTRONICS INDIA LIMITED,ASMS.NS,13.85,82791,4227505408,
BALMER LAWRIE & CO LTD,BALMLAWRIE.NS,199.56,81022,34146091008,
GSS INFOTECH LIMITED,GSS.NS,24.46,80474,631235392,
BLS E-SERVICES LIMITED,BLSE.NS,169.81,80060,15428339712,
AVONMORE CAP&MGT SERV LTD,AVONMORE.NS,17.66,80046,4983382528,
DHAMPUR BIO ORGANICS LTD,DBOL.NS,79.99,78367,5279973888,
KANANI INDUSTRIES LTD,KANANIIND.NS,1.9,78074,377917504,
AUTOLINE INDUSTRIES LTD,AUTOIND.NS,73.7,76651,3357883392,
KOPRAN LTD,KOPRAN.NS,165.59,75762,8009538560,
LEXUS GRANITO (INDIA) LTD,LEXUS.NS,33.36,73465,673562560,
MANGALAM DRUG & CHEM LTD,MANGALAM.NS,64.47,73008,1020447168,
DIGISPICE TECHNOLOGIES LT,DIGISPICE.NS,25.81,72181,6046537216,
INDO AMINES LIMITED,INDOAMIN.NS,131.85,70838,9570670592,
GANDHAR OIL REFINE IND L,GANDHAR.NS,135.92,70648,13310590976,
COMPUAGE INFOCOM LTD,COMPINFO.NS,1.82,70202,156097888,
BANNARI AM SPIN MILL LTD.,BASML.NS,26.56,69875,2122711680,
BALAJI TELEFILMS LIMITED.,BALAJITELE.NS,115.11,69410,13769888768,
HMA AGRO INDUSTRIES LTD,HMAAGRO.NS,30.56,67886,15308487680,
CORDS CABLE INDUS LTD.,CORDSCABLE.NS,184.35,66624,2398527488,
SHREE TIRUPATI BALAJEE L,BALAJEE.NS,44.75,64976,3650295552,
CELEBRITY FASHIONS LTD,CELEBRITY.NS,10.67,64792,637351296,
DANGEE DUMS LIMITED,DANGEE.NS,4.3,62779,662092544,
MADHAV COPPER LIMITED,MCL.NS,50.26,62092,1364197120,
BAJEL PROJECTS LIMITED,BAJEL.NS,191.5,59074,22148614144,
ARO GRANITE IND. LTD.,AROGRANITE.NS,36.31,57827,558109376,
LOKESH MACHINES LTD,LOKESHMACH.NS,192.86,57569,3856577024,
AAKASH EXPLORATION SER L,AAKASH.NS,9.05,57051,916312512,
BIGBLOC CONSTRUCTION LTD,BIGBLOC.NS,51.16,56166,7243015168,
AMANTA HEALTHCARE LIMITED,AMANTA.NS,124.92,55916,4850562560,
CENTRUM CAPITAL LIMITED,CENTRUM.NS,33.35,55691,14905512960,
GIC HOUSING FINANCE LTD,GICHSGFIN.NS,176.18,55075,9496596480,
