Name,Symbol,Price,Volume,MarketCap,New
VODAFONE IDEA LIMITED,IDEA.NS,9.58,372395561,1037926268928,
DELTA CORP LIMITED,DELTACORP.NS,81.6,60296496,21856385024,
HINDUSTAN CONSTRUCTION CO,HCC.NS,20.61,46345608,53987237888,
INDIAN RAILWAY FIN CORP L,IRFC.NS,105.06,41793392,1372977233920,
ASHOK LEYLAND LTD,ASHOKLEY.NS,170.63,33555965,1002255810560,
GTL INFRA.LTD,GTLINFRA.NS,1.23,30621773,15755207680,
CAMLIN FINE SCIENCES LTD,CAMLINFINE.NS,120.4,27921850,23127830528,
HFCL LIMITED,HFCL.NS,97.75,25955728,149583282176,
BAJAJ HINDUSTHAN SUGAR LT,BAJAJHIND.NS,19.73,23431869,46546546688,
CANARA BANK,CANBK.NS,140.87,22455214,1277782654976,
BHARAT COKING COAL LTD,BHARATCOAL.NS,34.01,22050076,0,
CUPID LIMITED,CUPID.NS,113.13,21457537,152121458688,
INDIAN RENEWABLE ENERGY,IREDA.NS,137.52,21380128,386325512192,
IDFC FIRST BANK LIMITED,IDFCFIRSTB.NS,67.83,19978806,583487651840,
FILATEX FASHIONS LIMITED,FILATFASH.NS,0.29,15915013,2497443584,
IFCI LTD,IFCI.NS,61.07,15495645,164541775872,
INOX WIND LIMITED,INOXWIND.NS,101.79,15051869,176017014784,
BANK OF INDIA,BANKINDIA.NS,150.86,14151010,686815444992,
GAIL (INDIA) LTD,GAIL.NS,164.96,13410340,1084625125376,
IRB INFRA DEV LTD.,IRB.NS,22.15,13226572,267527700480,
INDIAN ENERGY EXC LTD,IEX.NS,126.92,12802672,112924172288,
AVENUESAI LIMITED,CCAVENUE.NS,14.57,11416283,50718453760,
GMR AIRPORTS LIMITED,GMRAIRPORT.NS,96.44,11236050,1018307674112,
INDIAN OIL CORP LTD,IOC.NS,145.48,11145896,2054357778432,
BANDHAN BANK LIMITED,BANDHANBNK.NS,173.9,9823786,280149164032,
INDIABULLS LIMITED,IBULLSLTD.NS,17.12,8555413,38235467776,
INDRAPRASTHA GAS LTD,IGL.NS,165.55,8511614,231770259456,
DISH TV INDIA LTD.,DISHTV.NS,4.02,8087839,7420447232,
EASY TRIP PLANNERS LTD,EASEMYTRIP.NS,7.72,7146117,28076507136,
AQYLON NEXUS LIMITED,AQYLON.NS,49.74,7088388,12706676736,
IRCON INTERNATIONAL LTD,IRCON.NS,153.8,6583648,144651321344,
CENTRAL MINE P N D INST L,CMPDI.NS,189.26,5585627,0,
DAVANGERE SUGAR COMPANY L,DAVANGERE.NS,3.64,5449715,5205166592,
IDBI BANK LIMITED,IDBI.NS,73.73,5337537,792851578880,
ORIENT GREEN POWER CO LTD,GREENPOWER.NS,10.99,5053867,12891618304,
J & K BANK LTD.,J&KBANK.NS,127.89,4867174,140830228480,
CENTRAL BANK OF INDIA,CENTRALBK.NS,36.14,4843059,327117635584,
JAYASWAL NECO INDUSTR LTD,JAYNECOIND.NS,97.23,4750276,94410162176,
GAUDIUM IVF N WOMEN H L,GAUDIUMIVF.NS,125.47,4705988,9132569600,
HARDWYN INDIA LIMITED,HARDWYN.NS,25.55,4532843,12531271680,
INDIAN OVERSEAS BANK,IOB.NS,35.14,4278851,676676567040,
ALLCARGO LOGISTICS LTD,ALLCARGO.NS,9.29,4253258,13914361856,
ATAL REALTECH LIMITED,ATALREAL.NS,26.05,4234397,3227497216,
ALOK INDUSTRIES LIMITED,ALOKINDS.NS,13.89,4204415,68967186432,
BAJAJ HOUSING FINANCE LTD,BAJAJHFL.NS,90.13,3697792,750662254592,
EDELWEISS FIN SERV LTD,EDELWEISS.NS,120.42,3520153,113981341696,
ELECTROSTEEL CASTINGS LTD,ELECTCAST.NS,78.96,3233131,48811851776,
DWARIKESH SUGAR IND LTD,DWARKESH.NS,47.28,3191287,8761053184,
GACM TECHNOLOGIES LIMITED,GATECH.NS,0.47,3175441,610426560,
ASIAN GRANITO IND. LTD.,ASIANTILES.NS,76.28,3107028,22615134208,
HATHWAY CABLE & DATACOM,HATHWAY.NS,11.11,3074914,19665860608,
ADITYA BIRLA FASHION & RT,ABFRL.NS,63.2,2957867,76875694080,
EQUITAS SMALL FIN BNK LTD,EQUITASBNK.NS,65.95,2937706,75295129600,
A B INFRABUILD LIMITED,ABINFRA.NS,15.59,2830228,9958726656,
AWL AGRI BUSINESS LIMITED,AWL.NS,197.28,2807945,255236358144,
FINEOTEX CHEMICAL LIMITED,FCL.NS,23.2,2700978,27016421376,
CONFIDENCE PETRO IND LTD.,CONFIPET.NS,55.58,2641699,18491219968,
AVANTEL LIMITED,AVANTEL.NS,158.96,2572392,42237399040,
LE TRAVENUES TECHNOLOGY L,IXIGO.NS,172.53,2566178,75599798272,
DEN NETWORKS LTD,DEN.NS,28.15,2563754,13420960768,
CESC LTD,CESC.NS,180.18,2485796,238841266176,
CASTROL INDIA LIMITED,CASTROLIND.NS,183.85,2479758,181850161152,
FABTECH TECHNOLOGIES LTD,FABTECH.NS,158.64,2472964,7051673600,
GRM OVERSEAS LIMITED,GRMOVER.NS,163.65,2463986,33961277440,
BHANSALI ENG. POLYMERS LT,BEPL.NS,103.46,2411178,25746896896,
ADVANCE AGROLIFE LIMITED,ADVANCE.NS,114.16,2397263,7338857984,
ITC HOTELS LIMITED,ITCHOTELS.NS,160.54,2380134,334400978944,
DIAMOND POWER INFRA LTD,DIACABS.NS,159.78,2363615,84199440384,
CANARA HSBC LIFE INS CO L,CANHLIFE.NS,146.43,2313749,138740203520,
INDIQUBE SPACES LIMITED,INDIQUBE.NS,177.6,2302054,37650780160,
AURI GROW INDIA LIMITED,AURIGROW.NS,0.37,2282503,246508800,
DANGEE DUMS LIMITED,DANGEE.NS,4.06,2081193,625138496,
DCW LTD,DCW.NS,44.96,2067753,15686336512,
INOX GREEN ENERGY SER LTD,INOXGREEN.NS,177.62,2063292,71350812672,
JAMNA AUTO IND LTD,JAMNAAUTO.NS,126.25,1766279,50473062400,
EXICOM TELE SYSTEMS LTD,EXICOM.NS,119.3,1733422,16592218112,
AEQUS LIMITED,AEQUS.NS,184.6,1718145,120886075392,
BARTRONICS INDIA LIMITED,ASMS.NS,8.25,1677881,2512758016,
AMIR CHAND JAG KUM (E) L,AMIRCHAND.NS,137.39,1664822,0,
ELITECON INTERNATIONAL L,ELITECON.NS,40.95,1655591,0,
ARISINFRA SOLUTIONS LTD,ARIS.NS,126.43,1640269,10337074176,
